congress,congress_year,name,chamber,state,party,date_of_birth,birth_year,age_at_start,generation
112,2011,John Boehner,House,OH,Republican,1949-11-17,1949.0,61.0,Baby Boom Generation
113,2013,John Boehner,House,OH,Republican,1949-11-17,1949.0,63.0,Baby Boom Generation
114,2015,John Boehner,House,OH,Republican,1949-11-17,1949.0,65.0,Baby Boom Generation
103,1993,Chaka Fattah,House,PA,Democrat,1956-11-21,1956.0,36.0,Baby Boom Generation
104,1995,Chaka Fattah,House,PA,Democrat,1956-11-21,1956.0,38.0,Baby Boom Generation
105,1997,Chaka Fattah,House,PA,Democrat,1956-11-21,1956.0,40.0,Baby Boom Generation
106,1999,Chaka Fattah,House,PA,Democrat,1956-11-21,1956.0,42.0,Baby Boom Generation
107,2001,Chaka Fattah,House,PA,Democrat,1956-11-21,1956.0,44.0,Baby Boom Generation
108,2003,Chaka Fattah,House,PA,Democrat,1956-11-21,1956.0,46.0,Baby Boom Generation
109,2005,Chaka Fattah,House,PA,Democrat,1956-11-21,1956.0,48.0,Baby Boom Generation
110,2007,Chaka Fattah,House,PA,Democrat,1956-11-21,1956.0,50.0,Baby Boom Generation
111,2009,Chaka Fattah,House,PA,Democrat,1956-11-21,1956.0,52.0,Baby Boom Generation
112,2011,Chaka Fattah,House,PA,Democrat,1956-11-21,1956.0,54.0,Baby Boom Generation
113,2013,Chaka Fattah,House,PA,Democrat,1956-11-21,1956.0,56.0,Baby Boom Generation
114,2015,Chaka Fattah,House,PA,Democrat,1956-11-21,1956.0,58.0,Baby Boom Generation
103,1993,Ed Whitfield,House,KY,Republican,1943-05-25,1943.0,49.0,Baby Boom Generation
104,1995,Ed Whitfield,House,KY,Republican,1943-05-25,1943.0,51.0,Baby Boom Generation
105,1997,Ed Whitfield,House,KY,Republican,1943-05-25,1943.0,53.0,Baby Boom Generation
106,1999,Ed Whitfield,House,KY,Republican,1943-05-25,1943.0,55.0,Baby Boom Generation
107,2001,Ed Whitfield,House,KY,Republican,1943-05-25,1943.0,57.0,Baby Boom Generation
108,2003,Ed Whitfield,House,KY,Republican,1943-05-25,1943.0,59.0,Baby Boom Generation
109,2005,Ed Whitfield,House,KY,Republican,1943-05-25,1943.0,61.0,Baby Boom Generation
110,2007,Ed Whitfield,House,KY,Republican,1943-05-25,1943.0,63.0,Baby Boom Generation
111,2009,Ed Whitfield,House,KY,Republican,1943-05-25,1943.0,65.0,Baby Boom Generation
112,2011,Ed Whitfield,House,KY,Republican,1943-05-25,1943.0,67.0,Baby Boom Generation
113,2013,Ed Whitfield,House,KY,Republican,1943-05-25,1943.0,69.0,Baby Boom Generation
114,2015,Ed Whitfield,House,KY,Republican,1943-05-25,1943.0,71.0,Baby Boom Generation
113,2013,Mark Takai,House,HI,Democrat,1967-07-01,1967.0,45.0,Gen X (13ers)
114,2015,Mark Takai,House,HI,Democrat,1967-07-01,1967.0,47.0,Gen X (13ers)
111,2009,Janice Hahn,House,CA,Democrat,1952-03-30,1952.0,56.0,Baby Boom Generation
112,2011,Janice Hahn,House,CA,Democrat,1952-03-30,1952.0,58.0,Baby Boom Generation
113,2013,Janice Hahn,House,CA,Democrat,1952-03-30,1952.0,60.0,Baby Boom Generation
114,2015,Janice Hahn,House,CA,Democrat,1952-03-30,1952.0,62.0,Baby Boom Generation
107,2001,Candice Miller,House,MI,Republican,1954-05-07,1954.0,46.0,Baby Boom Generation
108,2003,Candice Miller,House,MI,Republican,1954-05-07,1954.0,48.0,Baby Boom Generation
109,2005,Candice Miller,House,MI,Republican,1954-05-07,1954.0,50.0,Baby Boom Generation
110,2007,Candice Miller,House,MI,Republican,1954-05-07,1954.0,52.0,Baby Boom Generation
111,2009,Candice Miller,House,MI,Republican,1954-05-07,1954.0,54.0,Baby Boom Generation
112,2011,Candice Miller,House,MI,Republican,1954-05-07,1954.0,56.0,Baby Boom Generation
113,2013,Candice Miller,House,MI,Republican,1954-05-07,1954.0,58.0,Baby Boom Generation
114,2015,Candice Miller,House,MI,Republican,1954-05-07,1954.0,60.0,Baby Boom Generation
111,2009,Kelly Ayotte,Senate,NH,Republican,1968-06-27,1968.0,40.0,Gen X (13ers)
112,2011,Kelly Ayotte,Senate,NH,Republican,1968-06-27,1968.0,42.0,Gen X (13ers)
113,2013,Kelly Ayotte,Senate,NH,Republican,1968-06-27,1968.0,44.0,Gen X (13ers)
114,2015,Kelly Ayotte,Senate,NH,Republican,1968-06-27,1968.0,46.0,Gen X (13ers)
115,2017,Kelly Ayotte,Senate,NH,Republican,1968-06-27,1968.0,48.0,Gen X (13ers)
97,1981,Barbara Boxer,House,CA,Democrat,1940-11-11,1940.0,40.0,Silent Generation
98,1983,Barbara Boxer,House,CA,Democrat,1940-11-11,1940.0,42.0,Silent Generation
99,1985,Barbara Boxer,House,CA,Democrat,1940-11-11,1940.0,44.0,Silent Generation
100,1987,Barbara Boxer,House,CA,Democrat,1940-11-11,1940.0,46.0,Silent Generation
101,1989,Barbara Boxer,House,CA,Democrat,1940-11-11,1940.0,48.0,Silent Generation
102,1991,Barbara Boxer,House,CA,Democrat,1940-11-11,1940.0,50.0,Silent Generation
103,1993,Barbara Boxer,House,CA,Democrat,1940-11-11,1940.0,52.0,Silent Generation
102,1991,Barbara Boxer,Senate,CA,Democrat,1940-11-11,1940.0,50.0,Silent Generation
103,1993,Barbara Boxer,Senate,CA,Democrat,1940-11-11,1940.0,52.0,Silent Generation
104,1995,Barbara Boxer,Senate,CA,Democrat,1940-11-11,1940.0,54.0,Silent Generation
105,1997,Barbara Boxer,Senate,CA,Democrat,1940-11-11,1940.0,56.0,Silent Generation
106,1999,Barbara Boxer,Senate,CA,Democrat,1940-11-11,1940.0,58.0,Silent Generation
107,2001,Barbara Boxer,Senate,CA,Democrat,1940-11-11,1940.0,60.0,Silent Generation
108,2003,Barbara Boxer,Senate,CA,Democrat,1940-11-11,1940.0,62.0,Silent Generation
109,2005,Barbara Boxer,Senate,CA,Democrat,1940-11-11,1940.0,64.0,Silent Generation
110,2007,Barbara Boxer,Senate,CA,Democrat,1940-11-11,1940.0,66.0,Silent Generation
111,2009,Barbara Boxer,Senate,CA,Democrat,1940-11-11,1940.0,68.0,Silent Generation
112,2011,Barbara Boxer,Senate,CA,Democrat,1940-11-11,1940.0,70.0,Silent Generation
113,2013,Barbara Boxer,Senate,CA,Democrat,1940-11-11,1940.0,72.0,Silent Generation
114,2015,Barbara Boxer,Senate,CA,Democrat,1940-11-11,1940.0,74.0,Silent Generation
115,2017,Barbara Boxer,Senate,CA,Democrat,1940-11-11,1940.0,76.0,Silent Generation
96,1979,Daniel Coats,House,IN,Republican,1943-05-16,1943.0,35.0,Baby Boom Generation
97,1981,Daniel Coats,House,IN,Republican,1943-05-16,1943.0,37.0,Baby Boom Generation
98,1983,Daniel Coats,House,IN,Republican,1943-05-16,1943.0,39.0,Baby Boom Generation
99,1985,Daniel Coats,House,IN,Republican,1943-05-16,1943.0,41.0,Baby Boom Generation
100,1987,Daniel Coats,House,IN,Republican,1943-05-16,1943.0,43.0,Baby Boom Generation
101,1989,Daniel Coats,House,IN,Republican,1943-05-16,1943.0,45.0,Baby Boom Generation
100,1987,Daniel Coats,Senate,IN,Republican,1943-05-16,1943.0,43.0,Baby Boom Generation
101,1989,Daniel Coats,Senate,IN,Republican,1943-05-16,1943.0,45.0,Baby Boom Generation
102,1991,Daniel Coats,Senate,IN,Republican,1943-05-16,1943.0,47.0,Baby Boom Generation
103,1993,Daniel Coats,Senate,IN,Republican,1943-05-16,1943.0,49.0,Baby Boom Generation
104,1995,Daniel Coats,Senate,IN,Republican,1943-05-16,1943.0,51.0,Baby Boom Generation
105,1997,Daniel Coats,Senate,IN,Republican,1943-05-16,1943.0,53.0,Baby Boom Generation
106,1999,Daniel Coats,Senate,IN,Republican,1943-05-16,1943.0,55.0,Baby Boom Generation
111,2009,Daniel Coats,Senate,IN,Republican,1943-05-16,1943.0,65.0,Baby Boom Generation
112,2011,Daniel Coats,Senate,IN,Republican,1943-05-16,1943.0,67.0,Baby Boom Generation
113,2013,Daniel Coats,Senate,IN,Republican,1943-05-16,1943.0,69.0,Baby Boom Generation
114,2015,Daniel Coats,Senate,IN,Republican,1943-05-16,1943.0,71.0,Baby Boom Generation
115,2017,Daniel Coats,Senate,IN,Republican,1943-05-16,1943.0,73.0,Baby Boom Generation
106,1999,Mark Kirk,House,IL,Republican,1959-09-15,1959.0,39.0,Baby Boom Generation
107,2001,Mark Kirk,House,IL,Republican,1959-09-15,1959.0,41.0,Baby Boom Generation
108,2003,Mark Kirk,House,IL,Republican,1959-09-15,1959.0,43.0,Baby Boom Generation
109,2005,Mark Kirk,House,IL,Republican,1959-09-15,1959.0,45.0,Baby Boom Generation
110,2007,Mark Kirk,House,IL,Republican,1959-09-15,1959.0,47.0,Baby Boom Generation
111,2009,Mark Kirk,House,IL,Republican,1959-09-15,1959.0,49.0,Baby Boom Generation
111,2009,Mark Kirk,Senate,IL,Republican,1959-09-15,1959.0,49.0,Baby Boom Generation
112,2011,Mark Kirk,Senate,IL,Republican,1959-09-15,1959.0,51.0,Baby Boom Generation
113,2013,Mark Kirk,Senate,IL,Republican,1959-09-15,1959.0,53.0,Baby Boom Generation
114,2015,Mark Kirk,Senate,IL,Republican,1959-09-15,1959.0,55.0,Baby Boom Generation
115,2017,Mark Kirk,Senate,IL,Republican,1959-09-15,1959.0,57.0,Baby Boom Generation
94,1975,Barbara Mikulski,House,MD,Democrat,1936-07-20,1936.0,38.0,Silent Generation
95,1977,Barbara Mikulski,House,MD,Democrat,1936-07-20,1936.0,40.0,Silent Generation
96,1979,Barbara Mikulski,House,MD,Democrat,1936-07-20,1936.0,42.0,Silent Generation
97,1981,Barbara Mikulski,House,MD,Democrat,1936-07-20,1936.0,44.0,Silent Generation
98,1983,Barbara Mikulski,House,MD,Democrat,1936-07-20,1936.0,46.0,Silent Generation
99,1985,Barbara Mikulski,House,MD,Democrat,1936-07-20,1936.0,48.0,Silent Generation
100,1987,Barbara Mikulski,House,MD,Democrat,1936-07-20,1936.0,50.0,Silent Generation
99,1985,Barbara Mikulski,Senate,MD,Democrat,1936-07-20,1936.0,48.0,Silent Generation
100,1987,Barbara Mikulski,Senate,MD,Democrat,1936-07-20,1936.0,50.0,Silent Generation
101,1989,Barbara Mikulski,Senate,MD,Democrat,1936-07-20,1936.0,52.0,Silent Generation
102,1991,Barbara Mikulski,Senate,MD,Democrat,1936-07-20,1936.0,54.0,Silent Generation
103,1993,Barbara Mikulski,Senate,MD,Democrat,1936-07-20,1936.0,56.0,Silent Generation
104,1995,Barbara Mikulski,Senate,MD,Democrat,1936-07-20,1936.0,58.0,Silent Generation
105,1997,Barbara Mikulski,Senate,MD,Democrat,1936-07-20,1936.0,60.0,Silent Generation
106,1999,Barbara Mikulski,Senate,MD,Democrat,1936-07-20,1936.0,62.0,Silent Generation
107,2001,Barbara Mikulski,Senate,MD,Democrat,1936-07-20,1936.0,64.0,Silent Generation
108,2003,Barbara Mikulski,Senate,MD,Democrat,1936-07-20,1936.0,66.0,Silent Generation
109,2005,Barbara Mikulski,Senate,MD,Democrat,1936-07-20,1936.0,68.0,Silent Generation
110,2007,Barbara Mikulski,Senate,MD,Democrat,1936-07-20,1936.0,70.0,Silent Generation
111,2009,Barbara Mikulski,Senate,MD,Democrat,1936-07-20,1936.0,72.0,Silent Generation
112,2011,Barbara Mikulski,Senate,MD,Democrat,1936-07-20,1936.0,74.0,Silent Generation
113,2013,Barbara Mikulski,Senate,MD,Democrat,1936-07-20,1936.0,76.0,Silent Generation
114,2015,Barbara Mikulski,Senate,MD,Democrat,1936-07-20,1936.0,78.0,Silent Generation
115,2017,Barbara Mikulski,Senate,MD,Democrat,1936-07-20,1936.0,80.0,Silent Generation
97,1981,Harry Reid,House,NV,Democrat,1939-12-02,1939.0,41.0,Silent Generation
98,1983,Harry Reid,House,NV,Democrat,1939-12-02,1939.0,43.0,Silent Generation
99,1985,Harry Reid,House,NV,Democrat,1939-12-02,1939.0,45.0,Silent Generation
100,1987,Harry Reid,House,NV,Democrat,1939-12-02,1939.0,47.0,Silent Generation
99,1985,Harry Reid,Senate,NV,Democrat,1939-12-02,1939.0,45.0,Silent Generation
100,1987,Harry Reid,Senate,NV,Democrat,1939-12-02,1939.0,47.0,Silent Generation
101,1989,Harry Reid,Senate,NV,Democrat,1939-12-02,1939.0,49.0,Silent Generation
102,1991,Harry Reid,Senate,NV,Democrat,1939-12-02,1939.0,51.0,Silent Generation
103,1993,Harry Reid,Senate,NV,Democrat,1939-12-02,1939.0,53.0,Silent Generation
104,1995,Harry Reid,Senate,NV,Democrat,1939-12-02,1939.0,55.0,Silent Generation
105,1997,Harry Reid,Senate,NV,Democrat,1939-12-02,1939.0,57.0,Silent Generation
106,1999,Harry Reid,Senate,NV,Democrat,1939-12-02,1939.0,59.0,Silent Generation
107,2001,Harry Reid,Senate,NV,Democrat,1939-12-02,1939.0,61.0,Silent Generation
108,2003,Harry Reid,Senate,NV,Democrat,1939-12-02,1939.0,63.0,Silent Generation
109,2005,Harry Reid,Senate,NV,Democrat,1939-12-02,1939.0,65.0,Silent Generation
110,2007,Harry Reid,Senate,NV,Democrat,1939-12-02,1939.0,67.0,Silent Generation
111,2009,Harry Reid,Senate,NV,Democrat,1939-12-02,1939.0,69.0,Silent Generation
112,2011,Harry Reid,Senate,NV,Democrat,1939-12-02,1939.0,71.0,Silent Generation
113,2013,Harry Reid,Senate,NV,Democrat,1939-12-02,1939.0,73.0,Silent Generation
114,2015,Harry Reid,Senate,NV,Democrat,1939-12-02,1939.0,75.0,Silent Generation
115,2017,Harry Reid,Senate,NV,Democrat,1939-12-02,1939.0,77.0,Silent Generation
105,1997,David Vitter,House,LA,Republican,1961-05-03,1961.0,35.0,Gen X (13ers)
106,1999,David Vitter,House,LA,Republican,1961-05-03,1961.0,37.0,Gen X (13ers)
107,2001,David Vitter,House,LA,Republican,1961-05-03,1961.0,39.0,Gen X (13ers)
108,2003,David Vitter,House,LA,Republican,1961-05-03,1961.0,41.0,Gen X (13ers)
109,2005,David Vitter,House,LA,Republican,1961-05-03,1961.0,43.0,Gen X (13ers)
108,2003,David Vitter,Senate,LA,Republican,1961-05-03,1961.0,41.0,Gen X (13ers)
109,2005,David Vitter,Senate,LA,Republican,1961-05-03,1961.0,43.0,Gen X (13ers)
110,2007,David Vitter,Senate,LA,Republican,1961-05-03,1961.0,45.0,Gen X (13ers)
111,2009,David Vitter,Senate,LA,Republican,1961-05-03,1961.0,47.0,Gen X (13ers)
112,2011,David Vitter,Senate,LA,Republican,1961-05-03,1961.0,49.0,Gen X (13ers)
113,2013,David Vitter,Senate,LA,Republican,1961-05-03,1961.0,51.0,Gen X (13ers)
114,2015,David Vitter,Senate,LA,Republican,1961-05-03,1961.0,53.0,Gen X (13ers)
115,2017,David Vitter,Senate,LA,Republican,1961-05-03,1961.0,55.0,Gen X (13ers)
111,2009,Dan Benishek,House,MI,Republican,1952-04-20,1952.0,56.0,Baby Boom Generation
112,2011,Dan Benishek,House,MI,Republican,1952-04-20,1952.0,58.0,Baby Boom Generation
113,2013,Dan Benishek,House,MI,Republican,1952-04-20,1952.0,60.0,Baby Boom Generation
114,2015,Dan Benishek,House,MI,Republican,1952-04-20,1952.0,62.0,Baby Boom Generation
115,2017,Dan Benishek,House,MI,Republican,1952-04-20,1952.0,64.0,Baby Boom Generation
108,2003,Charles Boustany,House,LA,Republican,1956-02-21,1956.0,46.0,Baby Boom Generation
109,2005,Charles Boustany,House,LA,Republican,1956-02-21,1956.0,48.0,Baby Boom Generation
110,2007,Charles Boustany,House,LA,Republican,1956-02-21,1956.0,50.0,Baby Boom Generation
111,2009,Charles Boustany,House,LA,Republican,1956-02-21,1956.0,52.0,Baby Boom Generation
112,2011,Charles Boustany,House,LA,Republican,1956-02-21,1956.0,54.0,Baby Boom Generation
113,2013,Charles Boustany,House,LA,Republican,1956-02-21,1956.0,56.0,Baby Boom Generation
114,2015,Charles Boustany,House,LA,Republican,1956-02-21,1956.0,58.0,Baby Boom Generation
115,2017,Charles Boustany,House,LA,Republican,1956-02-21,1956.0,60.0,Baby Boom Generation
102,1991,Corrine Brown,House,FL,Democrat,1946-11-11,1946.0,44.0,Baby Boom Generation
103,1993,Corrine Brown,House,FL,Democrat,1946-11-11,1946.0,46.0,Baby Boom Generation
104,1995,Corrine Brown,House,FL,Democrat,1946-11-11,1946.0,48.0,Baby Boom Generation
105,1997,Corrine Brown,House,FL,Democrat,1946-11-11,1946.0,50.0,Baby Boom Generation
106,1999,Corrine Brown,House,FL,Democrat,1946-11-11,1946.0,52.0,Baby Boom Generation
107,2001,Corrine Brown,House,FL,Democrat,1946-11-11,1946.0,54.0,Baby Boom Generation
108,2003,Corrine Brown,House,FL,Democrat,1946-11-11,1946.0,56.0,Baby Boom Generation
109,2005,Corrine Brown,House,FL,Democrat,1946-11-11,1946.0,58.0,Baby Boom Generation
110,2007,Corrine Brown,House,FL,Democrat,1946-11-11,1946.0,60.0,Baby Boom Generation
111,2009,Corrine Brown,House,FL,Democrat,1946-11-11,1946.0,62.0,Baby Boom Generation
112,2011,Corrine Brown,House,FL,Democrat,1946-11-11,1946.0,64.0,Baby Boom Generation
113,2013,Corrine Brown,House,FL,Democrat,1946-11-11,1946.0,66.0,Baby Boom Generation
114,2015,Corrine Brown,House,FL,Democrat,1946-11-11,1946.0,68.0,Baby Boom Generation
115,2017,Corrine Brown,House,FL,Democrat,1946-11-11,1946.0,70.0,Baby Boom Generation
105,1997,Lois Capps,House,CA,Democrat,1938-01-10,1938.0,58.0,Silent Generation
106,1999,Lois Capps,House,CA,Democrat,1938-01-10,1938.0,60.0,Silent Generation
107,2001,Lois Capps,House,CA,Democrat,1938-01-10,1938.0,62.0,Silent Generation
108,2003,Lois Capps,House,CA,Democrat,1938-01-10,1938.0,64.0,Silent Generation
109,2005,Lois Capps,House,CA,Democrat,1938-01-10,1938.0,66.0,Silent Generation
110,2007,Lois Capps,House,CA,Democrat,1938-01-10,1938.0,68.0,Silent Generation
111,2009,Lois Capps,House,CA,Democrat,1938-01-10,1938.0,70.0,Silent Generation
112,2011,Lois Capps,House,CA,Democrat,1938-01-10,1938.0,72.0,Silent Generation
113,2013,Lois Capps,House,CA,Democrat,1938-01-10,1938.0,74.0,Silent Generation
114,2015,Lois Capps,House,CA,Democrat,1938-01-10,1938.0,76.0,Silent Generation
115,2017,Lois Capps,House,CA,Democrat,1938-01-10,1938.0,78.0,Silent Generation
111,2009,John Carney,House,DE,Democrat,1956-05-20,1956.0,52.0,Baby Boom Generation
112,2011,John Carney,House,DE,Democrat,1956-05-20,1956.0,54.0,Baby Boom Generation
113,2013,John Carney,House,DE,Democrat,1956-05-20,1956.0,56.0,Baby Boom Generation
114,2015,John Carney,House,DE,Democrat,1956-05-20,1956.0,58.0,Baby Boom Generation
115,2017,John Carney,House,DE,Democrat,1956-05-20,1956.0,60.0,Baby Boom Generation
106,1999,Ander Crenshaw,House,FL,Republican,1944-09-01,1944.0,54.0,Baby Boom Generation
107,2001,Ander Crenshaw,House,FL,Republican,1944-09-01,1944.0,56.0,Baby Boom Generation
108,2003,Ander Crenshaw,House,FL,Republican,1944-09-01,1944.0,58.0,Baby Boom Generation
109,2005,Ander Crenshaw,House,FL,Republican,1944-09-01,1944.0,60.0,Baby Boom Generation
110,2007,Ander Crenshaw,House,FL,Republican,1944-09-01,1944.0,62.0,Baby Boom Generation
111,2009,Ander Crenshaw,House,FL,Republican,1944-09-01,1944.0,64.0,Baby Boom Generation
112,2011,Ander Crenshaw,House,FL,Republican,1944-09-01,1944.0,66.0,Baby Boom Generation
113,2013,Ander Crenshaw,House,FL,Republican,1944-09-01,1944.0,68.0,Baby Boom Generation
114,2015,Ander Crenshaw,House,FL,Republican,1944-09-01,1944.0,70.0,Baby Boom Generation
115,2017,Ander Crenshaw,House,FL,Republican,1944-09-01,1944.0,72.0,Baby Boom Generation
110,2007,Donna Edwards,House,MD,Democrat,1958-06-28,1958.0,48.0,Baby Boom Generation
111,2009,Donna Edwards,House,MD,Democrat,1958-06-28,1958.0,50.0,Baby Boom Generation
112,2011,Donna Edwards,House,MD,Democrat,1958-06-28,1958.0,52.0,Baby Boom Generation
113,2013,Donna Edwards,House,MD,Democrat,1958-06-28,1958.0,54.0,Baby Boom Generation
114,2015,Donna Edwards,House,MD,Democrat,1958-06-28,1958.0,56.0,Baby Boom Generation
115,2017,Donna Edwards,House,MD,Democrat,1958-06-28,1958.0,58.0,Baby Boom Generation
111,2009,Renee Ellmers,House,NC,Republican,1964-02-09,1964.0,44.0,Gen X (13ers)
112,2011,Renee Ellmers,House,NC,Republican,1964-02-09,1964.0,46.0,Gen X (13ers)
113,2013,Renee Ellmers,House,NC,Republican,1964-02-09,1964.0,48.0,Gen X (13ers)
114,2015,Renee Ellmers,House,NC,Republican,1964-02-09,1964.0,50.0,Gen X (13ers)
115,2017,Renee Ellmers,House,NC,Republican,1964-02-09,1964.0,52.0,Gen X (13ers)
102,1991,Sam Farr,House,CA,Democrat,1941-07-04,1941.0,49.0,Silent Generation
103,1993,Sam Farr,House,CA,Democrat,1941-07-04,1941.0,51.0,Silent Generation
104,1995,Sam Farr,House,CA,Democrat,1941-07-04,1941.0,53.0,Silent Generation
105,1997,Sam Farr,House,CA,Democrat,1941-07-04,1941.0,55.0,Silent Generation
106,1999,Sam Farr,House,CA,Democrat,1941-07-04,1941.0,57.0,Silent Generation
107,2001,Sam Farr,House,CA,Democrat,1941-07-04,1941.0,59.0,Silent Generation
108,2003,Sam Farr,House,CA,Democrat,1941-07-04,1941.0,61.0,Silent Generation
109,2005,Sam Farr,House,CA,Democrat,1941-07-04,1941.0,63.0,Silent Generation
110,2007,Sam Farr,House,CA,Democrat,1941-07-04,1941.0,65.0,Silent Generation
111,2009,Sam Farr,House,CA,Democrat,1941-07-04,1941.0,67.0,Silent Generation
112,2011,Sam Farr,House,CA,Democrat,1941-07-04,1941.0,69.0,Silent Generation
113,2013,Sam Farr,House,CA,Democrat,1941-07-04,1941.0,71.0,Silent Generation
114,2015,Sam Farr,House,CA,Democrat,1941-07-04,1941.0,73.0,Silent Generation
115,2017,Sam Farr,House,CA,Democrat,1941-07-04,1941.0,75.0,Silent Generation
111,2009,Stephen Fincher,House,TN,Republican,1973-02-07,1973.0,35.0,Gen X (13ers)
112,2011,Stephen Fincher,House,TN,Republican,1973-02-07,1973.0,37.0,Gen X (13ers)
113,2013,Stephen Fincher,House,TN,Republican,1973-02-07,1973.0,39.0,Gen X (13ers)
114,2015,Stephen Fincher,House,TN,Republican,1973-02-07,1973.0,41.0,Gen X (13ers)
115,2017,Stephen Fincher,House,TN,Republican,1973-02-07,1973.0,43.0,Gen X (13ers)
108,2003,Michael Fitzpatrick,House,PA,Republican,1963-06-28,1963.0,39.0,Gen X (13ers)
109,2005,Michael Fitzpatrick,House,PA,Republican,1963-06-28,1963.0,41.0,Gen X (13ers)
110,2007,Michael Fitzpatrick,House,PA,Republican,1963-06-28,1963.0,43.0,Gen X (13ers)
111,2009,Michael Fitzpatrick,House,PA,Republican,1963-06-28,1963.0,45.0,Gen X (13ers)
112,2011,Michael Fitzpatrick,House,PA,Republican,1963-06-28,1963.0,47.0,Gen X (13ers)
113,2013,Michael Fitzpatrick,House,PA,Republican,1963-06-28,1963.0,49.0,Gen X (13ers)
114,2015,Michael Fitzpatrick,House,PA,Republican,1963-06-28,1963.0,51.0,Gen X (13ers)
115,2017,Michael Fitzpatrick,House,PA,Republican,1963-06-28,1963.0,53.0,Gen X (13ers)
110,2007,John Fleming,House,LA,Republican,1951-07-05,1951.0,55.0,Baby Boom Generation
111,2009,John Fleming,House,LA,Republican,1951-07-05,1951.0,57.0,Baby Boom Generation
112,2011,John Fleming,House,LA,Republican,1951-07-05,1951.0,59.0,Baby Boom Generation
113,2013,John Fleming,House,LA,Republican,1951-07-05,1951.0,61.0,Baby Boom Generation
114,2015,John Fleming,House,LA,Republican,1951-07-05,1951.0,63.0,Baby Boom Generation
115,2017,John Fleming,House,LA,Republican,1951-07-05,1951.0,65.0,Baby Boom Generation
106,1999,J. Forbes,House,VA,Republican,1952-02-17,1952.0,46.0,Baby Boom Generation
107,2001,J. Forbes,House,VA,Republican,1952-02-17,1952.0,48.0,Baby Boom Generation
108,2003,J. Forbes,House,VA,Republican,1952-02-17,1952.0,50.0,Baby Boom Generation
109,2005,J. Forbes,House,VA,Republican,1952-02-17,1952.0,52.0,Baby Boom Generation
110,2007,J. Forbes,House,VA,Republican,1952-02-17,1952.0,54.0,Baby Boom Generation
111,2009,J. Forbes,House,VA,Republican,1952-02-17,1952.0,56.0,Baby Boom Generation
112,2011,J. Forbes,House,VA,Republican,1952-02-17,1952.0,58.0,Baby Boom Generation
113,2013,J. Forbes,House,VA,Republican,1952-02-17,1952.0,60.0,Baby Boom Generation
114,2015,J. Forbes,House,VA,Republican,1952-02-17,1952.0,62.0,Baby Boom Generation
115,2017,J. Forbes,House,VA,Republican,1952-02-17,1952.0,64.0,Baby Boom Generation
107,2001,Scott Garrett,House,NJ,Republican,1959-07-09,1959.0,41.0,Baby Boom Generation
108,2003,Scott Garrett,House,NJ,Republican,1959-07-09,1959.0,43.0,Baby Boom Generation
109,2005,Scott Garrett,House,NJ,Republican,1959-07-09,1959.0,45.0,Baby Boom Generation
110,2007,Scott Garrett,House,NJ,Republican,1959-07-09,1959.0,47.0,Baby Boom Generation
111,2009,Scott Garrett,House,NJ,Republican,1959-07-09,1959.0,49.0,Baby Boom Generation
112,2011,Scott Garrett,House,NJ,Republican,1959-07-09,1959.0,51.0,Baby Boom Generation
113,2013,Scott Garrett,House,NJ,Republican,1959-07-09,1959.0,53.0,Baby Boom Generation
114,2015,Scott Garrett,House,NJ,Republican,1959-07-09,1959.0,55.0,Baby Boom Generation
115,2017,Scott Garrett,House,NJ,Republican,1959-07-09,1959.0,57.0,Baby Boom Generation
111,2009,Christopher Gibson,House,NY,Republican,1964-05-13,1964.0,44.0,Gen X (13ers)
112,2011,Christopher Gibson,House,NY,Republican,1964-05-13,1964.0,46.0,Gen X (13ers)
113,2013,Christopher Gibson,House,NY,Republican,1964-05-13,1964.0,48.0,Gen X (13ers)
114,2015,Christopher Gibson,House,NY,Republican,1964-05-13,1964.0,50.0,Gen X (13ers)
115,2017,Christopher Gibson,House,NY,Republican,1964-05-13,1964.0,52.0,Gen X (13ers)
111,2009,Richard Hanna,House,NY,Republican,1951-01-25,1951.0,57.0,Baby Boom Generation
112,2011,Richard Hanna,House,NY,Republican,1951-01-25,1951.0,59.0,Baby Boom Generation
113,2013,Richard Hanna,House,NY,Republican,1951-01-25,1951.0,61.0,Baby Boom Generation
114,2015,Richard Hanna,House,NY,Republican,1951-01-25,1951.0,63.0,Baby Boom Generation
115,2017,Richard Hanna,House,NY,Republican,1951-01-25,1951.0,65.0,Baby Boom Generation
111,2009,Joseph Heck,House,NV,Republican,1961-10-30,1961.0,47.0,Gen X (13ers)
112,2011,Joseph Heck,House,NV,Republican,1961-10-30,1961.0,49.0,Gen X (13ers)
113,2013,Joseph Heck,House,NV,Republican,1961-10-30,1961.0,51.0,Gen X (13ers)
114,2015,Joseph Heck,House,NV,Republican,1961-10-30,1961.0,53.0,Gen X (13ers)
115,2017,Joseph Heck,House,NV,Republican,1961-10-30,1961.0,55.0,Gen X (13ers)
104,1995,Rubén Hinojosa,House,TX,Democrat,1940-08-20,1940.0,54.0,Silent Generation
105,1997,Rubén Hinojosa,House,TX,Democrat,1940-08-20,1940.0,56.0,Silent Generation
106,1999,Rubén Hinojosa,House,TX,Democrat,1940-08-20,1940.0,58.0,Silent Generation
107,2001,Rubén Hinojosa,House,TX,Democrat,1940-08-20,1940.0,60.0,Silent Generation
